,Price,Style,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Price Sqr Ft,Last Sold Year,Last Sold For,Last Tax Assestment,Address,City,State,Zipcode,Property Type,Address Full,Days On Trulia
2304,"$450,000",4 Beds / 3 Baths,"3,365 sqft",-95.59973,29.85909,"10,271 sqft",4.0,3.0,2001.0,$134/sqft,,,," 6019 Serrano Terrace Ln Houston, TX 77041 ",Houston,TX,77041,,"6019 Serrano Terrace Ln, Houston, TX 77041",2.0
2305,"$158,000",1 Bed / 2 Baths,,-79.89168,40.42232,,1.0,2.0,,,,,," 7330 McClure Ave #18 Swissvale, PA 15218 ",Swissvale,PA,15218,,"7330 McClure Ave #18, Swissvale, PA 15218",2.0
2306,"$92,900",1 Bed / 1 Bath,542 sqft,-81.46738,28.452108,0.51 acres,1.0,1.0,1999.0,$171/sqft,,,," 7601 Canada Ave #208 Orlando, FL 32819 ",Orlando,FL,32819,,"7601 Canada Ave #208, Orlando, FL 32819",39.0
2307,"$279,000",3 Beds / 3 Baths,"2,676 sqft",-81.49535,41.491013,"2,387 sqft",3.0,3.0,1985.0,$104/sqft,2013.0,"$250,000","$119,280"," 2 Kenwood Ct Beachwood, OH 44122 ",Beachwood,OH,44122,,"2 Kenwood Ct, Beachwood, OH 44122",
2308,"$371,838",3 Beds / 3 Baths,"2,324 sqft",-78.758736,35.927837,"6,447 sqft",3.0,3.0,,$160/sqft,,,"$86,100"," 12424 Angel Vale Pl Durham, NC 27701 ",Durham,NC,27701,,"12424 Angel Vale Pl, Durham, NC 27701",7.0
2309,"$625,000",1 Bed / 1 Bath,600 sqft,-73.968735,40.799767,"4,037 sqft",1.0,1.0,1925.0,"$1,042/sqft",,,"$1,639,350"," 242 W 104th St #4WF New York, NY 10025 ",New York,NY,10025,,"242 W 104th St #4WF, New York, NY 10025",13.0
2310,"$417,990+",5 Beds / 3.5 Baths,"3,748 sqft",-98.77817,29.43621,,5.0,3.5,,$112/sqft,,,," Bentley Plan in The Park at Stevens Ranch by Texas Homes San Antonio, TX 78253 ",San Antonio,TX,78253,,"Bentley Plan in The Park at Stevens Ranch, San Antonio, TX 78253",7.0
2311,"$519,000",1 Bed / 2 Baths,883 sqft,-80.12164,25.926859,,1.0,2.0,2007.0,$588/sqft,2012.0,"$390,000","$322,604"," 16275 Collins Ave #703 Sunny Isles Beach, FL 33160 ",Sunny Isles Beach,FL,33160,,"16275 Collins Ave #703, Sunny Isles Beach, FL 33160",7.0
2312,Contact For Estimate,3 Beds / 3 Baths,"1,996 sqft",-86.61122,36.079567,0.28 acres,3.0,3.0,1995.0,,2005.0,"$127,000","$47,950"," 3024 High Rigger Dr Nashville, TN 37217 ",Nashville,TN,37217,,"3024 High Rigger Dr, Nashville, TN 37217",19.0
2313,"$224,990",3 Beds / 2 Baths,"1,595 sqft",-97.364136,32.860153,,3.0,2.0,,$141/sqft,,,," 2232 Greystone Dr Fort Worth, TX 76179 ",Fort Worth,TX,76179,,"2232 Greystone Dr, Fort Worth, TX 76179",34.0
2314,"$80,000",3 Beds / 2 Baths,"1,230 sqft",-75.185715,39.989002,900 sqft,3.0,2.0,1915.0,$65/sqft,2016.0,"$5,500",$0," 2121 N Natrona St Philadelphia, PA 19121 ",Philadelphia,PA,19121,,"2121 N Natrona St, Philadelphia, PA 19121",2.0
2315,"$249,000",3 Beds / 3 Baths,"1,811 sqft",-115.14852,36.22088,"6,098 sqft",3.0,3.0,2008.0,$137/sqft,2017.0,"$183,000","$73,180"," 3361 Moon Eclipse St North Las Vegas, NV 89032 ",North Las Vegas,NV,89032,,"3361 Moon Eclipse St, North Las Vegas, NV 89032",15.0
2316,"$165,000",3 Beds / 2 Baths,"1,660 sqft",-96.03122,41.20605,"10,452 sqft",3.0,2.0,1955.0,$99/sqft,,,"$142,800"," 7616 Belmont Dr Ralston, NE 68127 ",Ralston,NE,68127,,"7616 Belmont Dr, Ralston, NE 68127",
2317,"$327,900",3 Beds / 2 Baths,"1,821 sqft",-95.53831,29.789007,"8,403 sqft",3.0,2.0,1960.0,$180/sqft,,,," 9918 Pine Lake Dr Houston, TX 77055 ",Houston,TX,77055,,"9918 Pine Lake Dr, Houston, TX 77055",27.0
2318,"$134,900",3 Beds / 2 Baths,"1,240 sqft",-89.97754,29.91996,"5,400 sqft",3.0,2.0,2018.0,$109/sqft,,,," Address Not Disclosed New Orleans, LA 70131 ",New Orleans,LA,70131,,"Address Not Disclosed, New Orleans, LA 70131",26.0
2319,"$304,900",2 Beds / 3 Baths,"1,440 sqft",-79.9395,40.468594,"2,000 sqft",2.0,3.0,1925.0,$212/sqft,,,"$64,600"," 5169 Hillcrest St Pittsburgh, PA 15224 ",Pittsburgh,PA,15224,,"5169 Hillcrest St, Pittsburgh, PA 15224",18.0
2320,"$12,750,000",3 Beds / 6 Baths,"3,006 sqft",-73.96235,40.776714,,3.0,6.0,2019.0,"$4,242/sqft",,,," 27 E 79th St #11/12 New York, NY 10075 ",New York,NY,10075,,"27 E 79th St #11/12, New York, NY 10075",180.0
2321,"$265,000",4 Beds / 2 Baths,"2,283 sqft",-97.39551,32.644222,0.3 acres,4.0,2.0,1976.0,$116/sqft,,,," 4637 Foxfire Way Fort Worth, TX 76133 ",Fort Worth,TX,76133,,"4637 Foxfire Way, Fort Worth, TX 76133",12.0
2322,"$114,999",3 Beds / 2 Baths,"1,690 sqft",-82.933235,42.39702,"10,019 sqft",3.0,2.0,1953.0,$68/sqft,2016.0,"$35,900","$23,900"," 4152 Audubon Rd Detroit, MI 48224 ",Detroit,MI,48224,,"4152 Audubon Rd, Detroit, MI 48224",31.0
2323,"$35,773",3 Beds / 2 Baths,"1,980 sqft",-89.994705,35.230873,0.38 acres,3.0,2.0,1956.0,$18/sqft,2004.0,"$79,900","$14,975"," 2071 Saint Elmo Ave Memphis, TN 38127 ",Memphis,TN,38127,,"2071 Saint Elmo Ave, Memphis, TN 38127",37.0
2324,"$697,000",2 Beds / 3 Baths,"1,506 sqft",-90.06334,29.961954,,2.0,3.0,2005.0,$463/sqft,,,," 816 Ursulines Ave #816 New Orleans, LA 70116 ",New Orleans,LA,70116,,"816 Ursulines Ave #816, New Orleans, LA 70116",2.0
2325,"$27,000",,,-87.62143,41.865726,,,,2001.0,,,,," 1335 S Prairie Ave #230 Chicago, IL 60605 ",Chicago,IL,60605,,"1335 S Prairie Ave #230, Chicago, IL 60605",32.0
2326,"$349,000",4 Beds / 3 Baths,"2,020 sqft",-76.08143,36.848606,10018 sqft,4.0,3.0,1963.0,$173/sqft,2013.0,"$285,000","$282,800"," 3121 Edinburgh Dr Virginia Beach, VA 23452 ",Virginia Beach,VA,23452,,"3121 Edinburgh Dr, Virginia Beach, VA 23452",24.0
2327,"$1,225,000",4 Beds / 5 Baths,"3,236 sqft",-86.81251,36.129406,"10,350 sqft",4.0,5.0,2016.0,$379/sqft,2017.0,"$957,000","$228,100"," 2509 Natchez Trce #B Nashville, TN 37212 ",Nashville,TN,37212,,"2509 Natchez Trce #B, Nashville, TN 37212",7.0
2328,"$575,000",3 Beds / 2 Baths,"2,100 sqft",-93.17554,44.93609,"4,879 sqft",3.0,2.0,1924.0,$274/sqft,2018.0,"$85,000","$343,000"," 1780 Princeton Ave Saint Paul, MN 55105 ",Saint Paul,MN,55105,,"1780 Princeton Ave, Saint Paul, MN 55105",5.0
2329,"$519,000",3 Beds / 3 Baths,"2,676 sqft",-95.9806,36.12421,"6,186 sqft",3.0,3.0,1930.0,$194/sqft,2013.0,"$385,000","$44,738"," 214 E 27th Pl Tulsa, OK 74114 ",Tulsa,OK,74114,,"214 E 27th Pl, Tulsa, OK 74114",40.0
2330,"$359,900",1 Bed / 1 Bath,870 sqft,-117.18828,32.76575,1.22 acres,1.0,1.0,1981.0,$414/sqft,2017.0,"$275,082","$321,300"," 5780 Friars Rd #C8 San Diego, CA 92110 ",San Diego,CA,92110,,"5780 Friars Rd #C8, San Diego, CA 92110",31.0
2331,"$265,000",1 Bed / 1 Bath,723 sqft,-75.14257,39.96617,,1.0,1.0,2009.0,$367/sqft,,,," 934 N 3rd St #400 Philadelphia, PA 19123 ",Philadelphia,PA,19123,,"934 N 3rd St #400, Philadelphia, PA 19123",42.0
2332,"$219,999",3 Beds / 1 Bath,"1,104 sqft",-75.06832,40.003403,960 sqft,3.0,1.0,1925.0,$199/sqft,2015.0,"$40,000",$0," 4741 Mercer St Philadelphia, PA 19137 ",Philadelphia,PA,19137,,"4741 Mercer St, Philadelphia, PA 19137",7.0
2333,"$1,175,000",2 Beds / 2 Baths,"1,376 sqft",-97.75204,30.2674,392 sqft,2.0,2.0,2014.0,$854/sqft,,,," 222 West Ave #2106 Austin, TX 78701 ",Austin,TX,78701,,"222 West Ave #2106, Austin, TX 78701",8.0
2334,"$192,500",5 Beds / 2 Baths,"1,800 sqft",-80.02305,40.409523,5998 sqft,5.0,2.0,1927.0,$107/sqft,,,," 1636 Dagmar Ave Pittsburgh, PA 15216 ",Pittsburgh,PA,15216,,"1636 Dagmar Ave, Pittsburgh, PA 15216",33.0
2335,"$24,000",2 Beds / 2 Baths,"1,100 sqft",-98.41941,29.331083,4500 sqft,2.0,2.0,1994.0,$22/sqft,,,," 3500 Goliad Rd San Antonio, TX 78223 ",San Antonio,TX,78223,,"3500 Goliad Rd, San Antonio, TX 78223",3.0
2336,"$849,900",4 Beds / 3 Baths,"2,044 sqft",-115.13953,36.169876,,4.0,3.0,2007.0,$416/sqft,2018.0,"$725,740","$200,963"," 150 Las Vegas Blvd N #2007 Las Vegas, NV 89101 ",Las Vegas,NV,89101,,"150 Las Vegas Blvd N #2007, Las Vegas, NV 89101",43.0
2337,"$305,000",3 Beds / 2 Baths,"2,389 sqft",-97.5769,35.586582,"10,803 sqft",3.0,2.0,1979.0,$128/sqft,,,"$25,905"," 11505 Red Rock Rd Oklahoma City, OK 73120 ",Oklahoma City,OK,73120,,"11505 Red Rock Rd, Oklahoma City, OK 73120",
2338,"$789,000",4 Beds / 3 Baths,"2,323 sqft",-117.01145,32.85911,"5,780 sqft",4.0,3.0,2018.0,$340/sqft,2018.0,"$714,500","$714,200"," 8918 Trailridge Ave Santee, CA 92071 ",Santee,CA,92071,,"8918 Trailridge Ave, Santee, CA 92071",9.0
2339,"$96,000",1 Bed / 1 Bath,595 sqft,-82.52825,27.89281,,1.0,1.0,1984.0,$161/sqft,2018.0,"$86,000","$62,223"," 4904 W Gandy Blvd #E206 Tampa, FL 33611 ",Tampa,FL,33611,,"4904 W Gandy Blvd #E206, Tampa, FL 33611",4.0
2340,"$110,500",2 Beds / 2 Baths,980 sqft,-81.42411,30.364353,"3,635 sqft",2.0,2.0,1983.0,$113/sqft,,,"$66,874"," 1111 Mayport Landing Cir Jacksonville, FL 32233 ",Jacksonville,FL,32233,,"1111 Mayport Landing Cir, Jacksonville, FL 32233",2.0
2341,"$179,900",3 Beds / 2 Baths,"1,477 sqft",-95.50343,29.68812,"7,998 sqft",3.0,2.0,1958.0,$122/sqft,,,," 8331 McAvoy Dr Houston, TX 77074 ",Houston,TX,77074,,"8331 McAvoy Dr, Houston, TX 77074",4.0
2342,"$249,900",4 Beds / 4 Baths,"2,411 sqft",-98.388885,29.413862,6534 sqft,4.0,4.0,2019.0,$104/sqft,,,," 6218 Katy Star San Antonio, TX 78220 ",San Antonio,TX,78220,,"6218 Katy Star, San Antonio, TX 78220",32.0
2343,"$359,950",3 Beds / 2 Baths,"1,544 sqft",-77.517166,37.586205,8955 sqft,3.0,2.0,1947.0,$233/sqft,2007.0,"$269,000","$313,000"," 6213 W Franklin St Richmond, VA 23226 ",Richmond,VA,23226,,"6213 W Franklin St, Richmond, VA 23226",
2344,"$400,000",3 Beds / 2 Baths,"1,908 sqft",-76.76515,39.278824,"9,729 sqft",3.0,2.0,1955.0,$210/sqft,2014.0,"$345,000","$259,867"," 2021 Norhurst Way S Baltimore, MD 21228 ",Baltimore,MD,21228,,"2021 Norhurst Way S, Baltimore, MD 21228",33.0
2345,"$60,000",4 Beds / 1 Bath,"1,588 sqft",-75.23332,39.934826,"1,520 sqft",4.0,1.0,1925.0,$38/sqft,2009.0,"$13,030",$0," 1750 S 60th St Philadelphia, PA 19142 ",Philadelphia,PA,19142,,"1750 S 60th St, Philadelphia, PA 19142",42.0
2346,"$284,900",3 Beds / 2 Baths,"1,683 sqft",-96.75298,33.034264,9278 sqft,3.0,2.0,1972.0,$169/sqft,,,," 2605 Quail Run Dr Plano, TX 75075 ",Plano,TX,75075,,"2605 Quail Run Dr, Plano, TX 75075",34.0
2347,"$314,500",3 Beds / 2 Baths,"2,016 sqft",-110.893585,32.310974,5662 sqft,3.0,2.0,1974.0,$156/sqft,1996.0,"$150,000","$23,039"," 4656 E Camino Rosa Tucson, AZ 85718 ",Tucson,AZ,85718,,"4656 E Camino Rosa, Tucson, AZ 85718",37.0
2348,"$147,950",3 Beds / 2 Baths,"1,308 sqft",-106.27708,31.647367,5662 sqft,3.0,2.0,2020.0,$113/sqft,,,," 2186 Amber Valley Rd El Paso, TX 79927 ",El Paso,TX,79927,,"2186 Amber Valley Rd, El Paso, TX 79927",8.0
2349,"$239,999",4 Beds / 3 Baths,"2,304 sqft",-95.49659,30.002726,"9,479 sqft",4.0,3.0,1974.0,$104/sqft,,,," 15326 Parkville Dr Houston, TX 77068 ",Houston,TX,77068,,"15326 Parkville Dr, Houston, TX 77068",
2350,"$333,900",4 Beds / 3 Baths,"1,937 sqft",-114.935074,35.999004,"3,999 sqft",4.0,3.0,2018.0,$172/sqft,2019.0,"$321,700","$98,223"," 2281 Sky Island Dr Henderson, NV 89002 ",Henderson,NV,89002,,"2281 Sky Island Dr, Henderson, NV 89002",40.0
2351,"$269,900",3 Beds / 2 Baths,"1,200 sqft",-87.541595,41.690983,"3,125 sqft",3.0,2.0,1964.0,$225/sqft,2018.0,"$72,000","$10,850"," 11228 S Green Bay Ave Chicago, IL 60617 ",Chicago,IL,60617,,"11228 S Green Bay Ave, Chicago, IL 60617",35.0
2352,"$213,000",,"5,292 sqft",-82.96721,40.010887,"8,320 sqft",,,1930.0,$40/sqft,2017.0,"$130,100","$45,540"," 1573-1579 Cordell Ave Columbus, OH 43211 ",Columbus,OH,43211,,"1573-1579 Cordell Ave, Columbus, OH 43211",2.0
2353,"$829,000",4 Beds / 3 Baths,"2,210 sqft",-118.475945,34.19164,"6,641 sqft",4.0,3.0,1957.0,$375/sqft,2016.0,"$537,000","$569,867"," 6648 Whitman Ave Lake Balboa, CA 91406 ",Lake Balboa,CA,91406,,"6648 Whitman Ave, Lake Balboa, CA 91406",7.0
2354,"$84,995",2 Beds / 1 Bath,"1,005 sqft",-85.7771,38.1653,"5,227 sqft",2.0,1.0,1925.0,$85/sqft,2008.0,"$88,500","$78,500"," 724 Inverness Ave Louisville, KY 40214 ",Louisville,KY,40214,,"724 Inverness Ave, Louisville, KY 40214",18.0
2355,"$239,900",3 Beds / 2 Baths,"2,136 sqft",-98.38843,29.586962,"6,621 sqft",3.0,2.0,1999.0,$112/sqft,,,," 5207 Stormy Breeze San Antonio, TX 78247 ",San Antonio,TX,78247,,"5207 Stormy Breeze, San Antonio, TX 78247",2.0
2356,"$222,500",2 Beds / 3 Baths,"1,402 sqft",-95.39725,29.682184,1770 sqft,2.0,3.0,2007.0,$159/sqft,,,," 2206 Naomi St Houston, TX 77054 ",Houston,TX,77054,,"2206 Naomi St, Houston, TX 77054",73.0
2357,"$380,000",4 Beds / 2 Baths,"1,602 sqft",-80.81497,35.235462,"6,970 sqft",4.0,2.0,1905.0,$237/sqft,2013.0,"$174,000","$282,700"," 1913 Allen St Charlotte, NC 28205 ",Charlotte,NC,28205,,"1913 Allen St, Charlotte, NC 28205",6.0
2358,"$1,250,000",4 Beds / 4 Baths,"2,830 sqft",-122.384636,47.681168,"5,100 sqft",4.0,4.0,1913.0,$442/sqft,2019.0,"$732,500","$876,000"," 7057 22nd Ave NW Seattle, WA 98117 ",Seattle,WA,98117,,"7057 22nd Ave NW, Seattle, WA 98117",
2359,"$499,000",3 Beds / 2 Baths,"1,779 sqft",-84.35002,33.72988,"6,098 sqft",3.0,2.0,1935.0,$280/sqft,2018.0,"$435,000","$87,560"," 1151 Eden Ave SE Atlanta, GA 30316 ",Atlanta,GA,30316,,"1151 Eden Ave SE, Atlanta, GA 30316",2.0
2360,"$169,900",3 Beds / 1 Bath,"1,056 sqft",-95.29373,29.682753,"7,170 sqft",3.0,1.0,1945.0,$161/sqft,,,," 7415 Buena Vista St Houston, TX 77087 ",Houston,TX,77087,,"7415 Buena Vista St, Houston, TX 77087",34.0
2361,"$585,000",1 Bed / 1 Bath,757 sqft,-77.041695,38.9069,226 sqft,1.0,1.0,2017.0,$773/sqft,,,"$701,300"," 1745 N St NW #102 Washington, DC 20036 ",Washington,DC,20036,,"1745 N St NW #102, Washington, DC 20036",
2362,"$579,000",2 Beds / 1 Bath,"1,708 sqft",-73.85321,40.86435,"3,900 sqft",2.0,1.0,1950.0,$339/sqft,1999.0,"$187,000","$21,730"," 2547 Tenbroeck Ave Bronx, NY 10469 ",Bronx,NY,10469,,"2547 Tenbroeck Ave, Bronx, NY 10469",3.0
2363,"$339,990+",4 Beds / 2.5 Baths,"2,958 sqft",-98.43987,29.658466,"10,672 sqft",4.0,2.5,2015.0,$115/sqft,,,," Vanderbilt Plan in Terraces at the Cliffs at Cibolo by Texas Homes San Antonio, TX 78259 ",San Antonio,TX,78259,,"Vanderbilt Plan in Terraces at the Cliffs at Cibolo, San Antonio, TX 78259",6.0
2364,"$84,818",3 Beds / 3 Baths,"1,401 sqft",-87.99845,43.183613,15.3 acres,3.0,3.0,1973.0,,2013.0,"$83,000","$71,400"," 8953 N 70th St Milwaukee, WI 53223 ",Milwaukee,WI,53223,,"8953 N 70th St, Milwaukee, WI 53223",7.0
2365,"$515,000",2 Beds / 2 Baths,"1,230 sqft",-117.90679,33.83101,,2.0,2.0,2012.0,$419/sqft,2012.0,"$382,000","$429,900"," 574 S Melrose St Anaheim, CA 92805 ",Anaheim,CA,92805,,"574 S Melrose St, Anaheim, CA 92805",16.0
2366,"$165,900",3 Beds / 2 Baths,"1,655 sqft",-95.47742,29.621809,"7,802 sqft",3.0,2.0,1963.0,$100/sqft,,,," 6207 Heatherbloom Dr Houston, TX 77085 ",Houston,TX,77085,,"6207 Heatherbloom Dr, Houston, TX 77085",30.0
2367,"$334,000",2 Beds / 2 Baths,"1,993 sqft",-110.87383,32.531067,0.28 acres,2.0,2.0,1997.0,$168/sqft,2016.0,"$259,900","$22,881"," 38022 S Stone Ridge Dr Saddlebrooke, AZ 85739 ",Saddlebrooke,AZ,85739,,"38022 S Stone Ridge Dr, Saddlebrooke, AZ 85739",
2368,"$190,000",4 Beds / 3 Baths,"3,748 sqft",-90.03242,35.04971,0.35 acres,4.0,3.0,1969.0,$51/sqft,,,"$56,100"," 948 Summer Shade Ln Memphis, TN 38116 ",Memphis,TN,38116,,"948 Summer Shade Ln, Memphis, TN 38116",
2369,"$175,225",3 Beds / 2 Baths,"1,655 sqft",-101.97694,33.574512,,3.0,2.0,,$106/sqft,,,," 2903 Urbana Ave Lubbock, TX 79407 ",Lubbock,TX,79407,,"2903 Urbana Ave, Lubbock, TX 79407",2.0
2370,"$575,000",,"2,625 sqft",-75.17737,39.93832,2391 sqft,,,1923.0,$219/sqft,,,," 2021 Ellsworth St Philadelphia, PA 19146 ",Philadelphia,PA,19146,,"2021 Ellsworth St, Philadelphia, PA 19146",
2371,"$36,500",1 Bed / 1 Bath,708 sqft,-95.9923,36.17458,"8,015 sqft",1.0,1.0,1939.0,$52/sqft,2019.0,"$14,500","$2,064"," 228 E Oklahoma St Tulsa, OK 74106 ",Tulsa,OK,74106,,"228 E Oklahoma St, Tulsa, OK 74106",27.0
2372,"$222,000",2 Beds / 2 Baths,996 sqft,-80.369576,25.600153,,2.0,2.0,2006.0,$223/sqft,,,," 18161 SW 109th Pl #18161 Miami, FL 33157 ",Miami,FL,33157,,"18161 SW 109th Pl #18161, Miami, FL 33157",9.0
2373,"$220,000",3 Beds / 3 Baths,"1,459 sqft",-81.72478,30.316706,,3.0,3.0,2019.0,$151/sqft,,,," 4614 Buxton St Jacksonville, FL 32205 ",Jacksonville,FL,32205,,"4614 Buxton St, Jacksonville, FL 32205",36.0
2374,"$2,888,888",7 Beds / 3 Baths,"4,170 sqft",-73.98677,40.683853,1410 sqft,7.0,3.0,1920.0,$693/sqft,,,," 191-193 Bond St Brooklyn, NY 11217 ",Brooklyn,NY,11217,,"191-193 Bond St, Brooklyn, NY 11217",26.0
2375,"$299,000",4 Beds / 2 Baths,"1,476 sqft",-82.47103,27.993015,"10,771 sqft",4.0,2.0,1957.0,$203/sqft,2009.0,"$350,000","$72,664"," 4930 Chariton Ave Tampa, FL 33603 ",Tampa,FL,33603,,"4930 Chariton Ave, Tampa, FL 33603",2.0
2376,"$679,900",3 Beds / 2 Baths,"1,950 sqft",-118.57609,34.24416,"7,576 sqft",3.0,2.0,1959.0,$349/sqft,2001.0,"$285,000","$377,414"," 9544 Casaba Ave Chatsworth, CA 91311 ",Chatsworth,CA,91311,,"9544 Casaba Ave, Chatsworth, CA 91311",6.0
2377,"$265,900",3 Beds / 3 Baths,"1,503 sqft",-115.29363,36.302517,"1,742 sqft",3.0,3.0,2015.0,$177/sqft,2019.0,"$251,300","$79,384"," 7757 Mellow Motifs Ct Las Vegas, NV 89149 ",Las Vegas,NV,89149,,"7757 Mellow Motifs Ct, Las Vegas, NV 89149",12.0
2378,"$167,500",3 Beds / 3 Baths,"1,540 sqft",-85.13867,41.152695,"9,585 sqft",3.0,3.0,1997.0,$109/sqft,,,," 8011 Franchesca Way Fort Wayne, IN 46825 ",Fort Wayne,IN,46825,,"8011 Franchesca Way, Fort Wayne, IN 46825",
2379,"$198,500",4 Beds / 2 Baths,"1,816 sqft",-97.38484,32.99073,"5,497 sqft",4.0,2.0,2006.0,$109/sqft,,,," 1180 Kachina Ln Haslet, TX 76052 ",Haslet,TX,76052,,"1180 Kachina Ln, Haslet, TX 76052",3.0
2380,"$203,572",3 Beds / 1.5 Baths,"1,152 sqft",-87.683876,41.75525,"5,149 sqft",3.0,1.5,1944.0,,2017.0,"$190,000","$13,433"," 7601 S Artesian Ave Chicago, IL 60652 ",Chicago,IL,60652,,"7601 S Artesian Ave, Chicago, IL 60652",33.0
2381,"$79,900",3 Beds / 2 Baths,"1,396 sqft",-76.63866,39.285725,953 sqft,3.0,2.0,1880.0,$57/sqft,2018.0,"$75,000","$131,267"," 1316 W Pratt St Baltimore, MD 21223 ",Baltimore,MD,21223,,"1316 W Pratt St, Baltimore, MD 21223",2.0
2382,"$194,500",3 Beds / 3 Baths,"1,822 sqft",-82.364975,28.002684,2382 sqft,3.0,3.0,2012.0,$107/sqft,2012.0,"$107,000","$91,904"," 8212 Bally Money Rd Tampa, FL 33610 ",Tampa,FL,33610,,"8212 Bally Money Rd, Tampa, FL 33610",
2383,"$835,000",3 Beds / 3 Baths,"2,891 sqft",-95.40461,29.818027,0.31 acres,3.0,3.0,1940.0,$289/sqft,,,," 407 W 34th St Houston, TX 77018 ",Houston,TX,77018,,"407 W 34th St, Houston, TX 77018",43.0
2384,"$159,900",,"2,442 sqft",-82.93093,42.40441,"6,534 sqft",,3.0,1930.0,$65/sqft,2016.0,"$15,000","$45,600"," 4850 Grayton St Detroit, MI 48224 ",Detroit,MI,48224,,"4850 Grayton St, Detroit, MI 48224",34.0
2385,"$40,000",1 Bed / 1 Bath,720 sqft,-112.113266,33.52643,,1.0,1.0,1963.0,$56/sqft,,,," 2534 W Berridge Ln #E208 Phoenix, AZ 85017 ",Phoenix,AZ,85017,,"2534 W Berridge Ln #E208, Phoenix, AZ 85017",41.0
2386,"$315,000",3 Beds / 2 Baths,"1,789 sqft",-115.10498,36.136833,"7,405 sqft",3.0,2.0,1984.0,$176/sqft,2019.0,"$130,000","$65,943"," 3218 Sugar Loaf Ct Las Vegas, NV 89121 ",Las Vegas,NV,89121,,"3218 Sugar Loaf Ct, Las Vegas, NV 89121",23.0
2387,"$235,000",4 Beds / 3 Baths,"2,621 sqft",-97.448715,37.73626,0.35 acres,4.0,3.0,2001.0,$90/sqft,,,," 9206 W Ryan Ct Wichita, KS 67205 ",Wichita,KS,67205,,"9206 W Ryan Ct, Wichita, KS 67205",16.0
2388,"$199,000",2 Beds / 2 Baths,"1,729 sqft",-86.81255,33.48094,,2.0,2.0,1980.0,$115/sqft,1999.0,"$84,000","$15,400"," 1200 Beacon Pkwy E #508 Birmingham, AL 35209 ",Birmingham,AL,35209,,"1200 Beacon Pkwy E #508, Birmingham, AL 35209",
2389,"$1,629,900",,"2,192 sqft",-112.07481,33.57071,"7,466 sqft",,,1954.0,$744/sqft,2016.0,"$168,500","$16,270"," 20 W Sunnyslope Ln Phoenix, AZ 85021 ",Phoenix,AZ,85021,,"20 W Sunnyslope Ln, Phoenix, AZ 85021",6.0
2390,"$424,900",3 Beds / 2 Baths,"1,300 sqft",-82.501274,27.942518,"7,398 sqft",3.0,2.0,1999.0,$327/sqft,1998.0,"$39,900","$175,737"," 206 S Himes Ave Tampa, FL 33609 ",Tampa,FL,33609,,"206 S Himes Ave, Tampa, FL 33609",2.0
2391,"$785,000",5 Beds / 3 Baths,"3,490 sqft",-86.79279,36.108982,0.26 acres,5.0,3.0,1935.0,$225/sqft,2015.0,"$510,000","$122,900"," 1119 Graybar Ln Nashville, TN 37204 ",Nashville,TN,37204,,"1119 Graybar Ln, Nashville, TN 37204",36.0
2392,"$639,000",4 Beds / 3 Baths,"2,764 sqft",-115.08204,35.9848,"9,148 sqft",4.0,3.0,2006.0,$231/sqft,2010.0,"$350,000","$187,908"," 2154 Stage Stop Dr Henderson, NV 89052 ",Henderson,NV,89052,,"2154 Stage Stop Dr, Henderson, NV 89052",14.0
2393,"$161,000",3 Beds / 1 Bath,"1,138 sqft",-75.04983,40.02608,"1,458 sqft",3.0,1.0,1950.0,$141/sqft,2017.0,"$127,500",$0," 6623 Gillespie St Philadelphia, PA 19135 ",Philadelphia,PA,19135,,"6623 Gillespie St, Philadelphia, PA 19135",
2394,"$224,900",3 Beds / 3 Baths,"2,628 sqft",-86.055115,39.7747,"6,970 sqft",3.0,3.0,1953.0,$86/sqft,,,," 338 N Kitley Ave Indianapolis, IN 46219 ",Indianapolis,IN,46219,,"338 N Kitley Ave, Indianapolis, IN 46219",2.0
2395,"$150,000",3 Beds / 1 Bath,"1,100 sqft",-87.55496,41.75126,,3.0,1.0,,$136/sqft,,,," 7919 S Muskegon Ave #1 Chicago, IL 60617 ",Chicago,IL,60617,,"7919 S Muskegon Ave #1, Chicago, IL 60617",44.0
2396,"$369,900",2 Beds / 1 Bath,"1,572 sqft",-119.79137,36.801556,0.41 acres,2.0,1.0,1953.0,$235/sqft,2001.0,"$132,500","$178,289"," 1611 E Gettysburg Ave Fresno, CA 93704 ",Fresno,CA,93704,,"1611 E Gettysburg Ave, Fresno, CA 93704",
2397,"$1,400,000",2 Beds / 2 Baths,"1,898 sqft",-104.96386,39.734104,736 sqft,2.0,2.0,1980.0,$738/sqft,1993.0,"$150,000","$67,840"," 1133 Race St #4B Denver, CO 80206 ",Denver,CO,80206,,"1133 Race St #4B, Denver, CO 80206",4.0
2398,"$310,000",2 Beds / 1 Bath,950 sqft,-73.7578,40.745857,,2.0,1.0,,$326/sqft,,,," 216 73rd Ave #23 Bayside, NY 11364 ",Bayside,NY,11364,,"216 73rd Ave #23, Bayside, NY 11364",36.0
2399,"$168,017",,"2,035 sqft",-76.62161,39.29298,901 sqft,,,1870.0,$25/sqft,,,," 404 W Saratoga St Baltimore, MD 21201 ",Baltimore,MD,21201,,"404 W Saratoga St, Baltimore, MD 21201",19.0
